path,classification,current_owner,canonical_target,recommended_action,reason,review_status,evidence
docs/schemas/machine_mode/tp.meta.machine.v1/data.check-system.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.meta.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.meta.machine.v1/data.extract-batch.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.meta.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.meta.machine.v1/data.extract.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.meta.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.meta.machine.v1/data.summarize.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.meta.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.meta.machine.v1/data.validate.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.meta.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.meta.machine.v1/envelope.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.meta.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.meta.machine.v1/error.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.meta.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.meta.machine.v1/exit_code.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.meta.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/machine_mode/tp.meta.machine.v1/machine_mode.schema.json,current-support,maintenance area: docs/schemas/machine_mode/tp.meta.machine.v1,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/presence/tp.presence.manifest.v1_2/manifest.schema.json,current-support,maintenance area: docs/schemas/presence/tp.presence.manifest.v1_2,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/presence/tp.presence.trust_registry.v1_2/trust_registry.schema.json,current-support,maintenance area: docs/schemas/presence/tp.presence.trust_registry.v1_2,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/run_card/run_card.v1.schema.json,current-support,maintenance area: docs/schemas/run_card,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/schemas/run_card/run_card.v2.schema.json,current-support,maintenance area: docs/schemas/run_card,docs/governance/DOCUMENTATION_MAP.md,review with owning implementation before operator use,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",inventory-only classification,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/session_summaries/ARCHITECTURAL_CONTEXT_SESSION_SUMMARY.md,historical,maintenance area: docs/session_summaries,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/session_summaries/BINARY_MANAGEMENT_SUMMARY.md,historical,maintenance area: docs/session_summaries,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/session_summaries/CODE_QUALITY_ENHANCEMENT_NOV8.md,historical,maintenance area: docs/session_summaries,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/session_summaries/DEPENDENCY_ALIGNMENT_REPORT.md,historical,maintenance area: docs/session_summaries,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/session_summaries/MODEL_INSTALLATION_SUMMARY.md,historical,maintenance area: docs/session_summaries,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/session_summaries/PROCESSING_SUMMARY.md,historical,maintenance area: docs/session_summaries,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/session_summaries/RAG_INTEGRATION_FINAL_SUMMARY.md,historical,maintenance area: docs/session_summaries,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/session_summaries/RAG_SYSTEM_DEMONSTRATION_REPORT.md,historical,maintenance area: docs/session_summaries,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/session_summaries/SESSION_SUMMARY.md,historical,maintenance area: docs/session_summaries,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/sessions/2026-02-01/COMPLETE_SESSION_SUMMARY_2026_02_01.md,historical,maintenance area: docs/sessions/2026-02-01,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/sessions/2026-02-01/PBR_IMPLEMENTATION_COMPLETE.md,historical,maintenance area: docs/sessions/2026-02-01,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/sessions/2026-02-01/PBR_NEXT_ACTIONS_COMPLETE.md,historical,maintenance area: docs/sessions/2026-02-01,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/sessions/2026-02-01/PBR_PRODUCTION_VALIDATION_REPORT.md,historical,maintenance area: docs/sessions/2026-02-01,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/sessions/2026-02-01/PICACHO_PBR_IMPLEMENTATION.md,historical,maintenance area: docs/sessions/2026-02-01,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/sessions/2026-02-01/PICACHO_PBR_TEST_RESULTS.md,historical,maintenance area: docs/sessions/2026-02-01,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/sessions/CODE_QUALITY_IMPROVEMENT_NOV9.md,historical,maintenance area: docs/sessions,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/sessions/QUALITY_CONTROL_IMPLEMENTATION_NOV8.md,historical,maintenance area: docs/sessions,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
docs/sessions/TASK_COMPLETION_REPORT.md,historical,maintenance area: docs/sessions,docs/governance/DOCUMENTATION_MAP.md,preserve dated evidence,"Classification from DOCUMENTATION_POLICY.md, current map and prior dated inventory; no paragraph-level verification implied.",preserved historical evidence,docs/governance/DOCUMENTATION_POLICY.md; docs/governance/DOCUMENTATION_MAP.md; base faa3758fc3b5180bccf264c9a1b1d1b5ef927c52
